Company Name,Company Description,Logo Path,Original Link,Country,Founded,Industry,Sector,Employees,CEO,Address,Phone,Website,Ticker Symbol,Exchange,Fiscal Year,Reporting Currency,CIK Code,CUSIP Number,ISIN Number,SIC Code,IPO Date,Stock Type,Employer ID,IPO Price,Share Class
"Madrigal Pharmaceuticals, Inc.","Madrigal Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development of therapeutics for the treatment of non-alcoholic steatohepatitis (NASH) in the United States.
Its lead product candidate is resmetirom, a liver-directed thyroid hormone receptor beta agonist, which is in Phase 3 clinical trials for treating NASH.
The company is headquartered in West Conshohocken, Pennsylvania.","Data/company_logos_stock_analysis\Madrigal_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/mdgl/,United States,2011,Biotechnology,Healthcare,376,William Sibold,"Four Tower Bridge, Suite 200
West Conshohocken, Pennsylvania 19428
United States",267 824 2827,madrigalpharma.com,MDGL,NASDAQ,January - December,USD,0001157601,558868105,US5588681057,2834,,Common Stock,,,
Jazz Pharmaceuticals plc,"Jazz Pharmaceuticals plc identifies, develops, and commercializes pharmaceutical products for unmet medical needs in the United States, Europe, and internationally.
The company offers Xywav for cataplexy or excessive daytime sleepiness (EDS) with narcolepsy and idiopathic hypersomnia; Xyrem to treat cataplexy or EDS with narcolepsy; Epidiolex for seizures associated with Lennox-Gastaut and Dravet syndromes, or tuberous sclerosis complex; Zepzelca to treat metastatic small cell lung cancer, or with disease progression on or after platinum-based chemotherapy; Rylaze for acute lymphoblastic leukemia or lymphoblastic lymphoma; Enrylaze to treat acute lymphoblastic leukemia and lymphoblastic lymphoma; Defitelio to treat severe hepatic veno-occlusive disease; and Vyxeos for newly-diagnosed therapy-related acute myeloid leukemia.
It also develops Zanidatamab to treat HER2-expressing gastroesophageal adenocarcinoma (GEA), and patients with HER2-expressing metastatic GEA; Zepzelca for the treatment of patients with select relapsed/refractory solid tumors based on limited response in three solid tumor cohorts; JZP815, a pan-RAF kinase inhibitor that targets components of the mitogen-activated protein kinase; JZP898, a conditionally-activated interferon alpha molecule; Epidiolex to treat LGS, DS, and TSC; Suvecaltamide to treat parkinson's disease tremor; JZP150, a fatty acid amide hydrolase inhibitor program to treat post-traumatic stress disorder; and JZP441 to treat narcolepsy, IH, and other sleep disorders.
The company has licensing and collaboration agreements with XL-protein GmbH to extend the plasma half-life of selected asparaginase product candidates; Redx Pharma plc for preclinical activities Ras/Raf/MAP kinase pathway program; and Autifony Therapeutics Limited on discovering and developing drug candidates targeting two different ion channel targets associated with neurological disorders.
The company was incorporated in 2003 and is headquartered in Dublin, Ireland.",Data/company_logos_stock_analysis\Jazz_Pharmaceuticals_plc_logo.svg,https://stockanalysis.com/stocks/jazz/,Ireland,2003,Biotechnology,Healthcare,"2,800",Bruce Cozadd,"Waterloo Exchange, Fifth Floor
Dublin, D04 E5W7
Ireland",353 1 634 7800,jazzpharma.com,JAZZ,NASDAQ,January - December,USD,0001232524,G50871105,IE00B4Q5ZN47,2834,"Jun 1, 2007",Common Stock,98-1032470,,
"Lantheus Holdings, Inc.","Lantheus Holdings, Inc. develops, manufactures, and commercializes diagnostic and therapeutic products that assist clinicians in the diagnosis and treatment of heart, cancer, and other diseases worldwide.
It provides DEFINITY, an injectable ultrasound enhancing agent used in echocardiography exams; TechneLite, a technetium generator for nuclear medicine procedures; Xenon-133, a radiopharmaceutical gas to assess pulmonary function; Neurolite, an injectable imaging agent to identify the area within the brain where blood flow has been blocked or reduced due to stroke; Cardiolite, an injectable Tc-99m-labeled imaging agent to assess blood flow to the muscle of the heart; and PYLARIFY, an F 18-labelled PSMA-targeted PET imaging agent used for imaging of PSMA positive-lesions in men with prostate cancer.
The company also offers Automated Bone Scan Index that calculates the disease burden of prostate cancer by detecting and classifying bone scan tracer uptakes as metastatic or benign lesions using an artificial neural network; RELISTOR for opioid-induced constipation; and aPROMISE, an artificial intelligence medical device software; and PYLARIFY AI, an AI-based medical device software to perform quantitative assessment of PSMA PET/CT images in prostate cancer.
In addition, it develops 1095, a PSMA-targeted iodine-131-labeled small molecule; PNT2002, a radiopharmaceutical therapy to treat mCRPC; PNT2003, an SSTR therapy that treats patients with SSTR-positive neuroendocrine tumors; MK-6240, a F 18-labeled PET imaging agent that targets Tau tangles in Alzheimer’s disease; LNTH-1363S, an fibroblast activation protein, alpha targeted, copper-64 labeled PET imaging agent; and flurpiridaz used to assess blood flow to the heart;.
It has collaboration agreements with GE Healthcare; NanoMab Technology Limited; Curium; RefleXion Medical, Inc.; POINT; Regeneron Pharmaceuticals, Inc; and Ratio Therapeutics LLC.
The company was founded in 1956 and is based in Bedford, Massachusetts.","Data/company_logos_stock_analysis\Lantheus_Holdings,_Inc._logo.svg",https://stockanalysis.com/stocks/lnth/,United States,1956,Drug Manufacturers - Specialty & Generic,Healthcare,834,Brian Markison,"201 Burlington Road, South Building
Bedford, Massachusetts 01730
United States",978 671 8001,lantheus.com,LNTH,NASDAQ,January - December,USD,0001521036,516544103,US5165441032,2835,"Jun 25, 2015",Common Stock,35-2318913,,
"Halozyme Therapeutics, Inc.","Halozyme Therapeutics, Inc., a biopharma technology platform company, researches, develops, and commercializes proprietary enzymes and devices in the United States, Switzerland, Belgium, Japan, and internationally.
The company’s products are based on the patented recombinant human hyaluronidase enzyme (rHuPH20) that enables delivery of injectable biologics, such as monoclonal antibodies and other therapeutic molecules, as well as small molecules and fluids.
It offers Hylenex recombinant, a formulation of rHuPH20 to facilitate subcutaneous (SC) fluid administration for achieving hydration to enhance the dispersion and absorption of other injected drugs in SC urography and to enhance resorption of radiopaque agents; rilpivirine, cabotegravir, and N6LS BNAB for the treatment of HIV; ocrelizumab for multiple sclerosis; XYOSTED, an injection for SC administration of testosterone replacement therapy; and ATRS-1902, a proprietary drug device combination product.
The company also provides Herceptin (trastuzumab), Herceptin Hylecta, and Phesgo to treat breast cancer; Mabthera SC for the treatment of chronic lymphocytic leukemia; HYQVIA to treat primary immunodeficiency disorders; and DARZALEX for patients with amyloidosis, smoldering myeloma, and multiple myeloma.
In addition, it offers Epinephrine Injection to treat allergic reactions; nivolumab+relatlimab and ANTI-TIM3 for the treatment of solid tumors; ARGX-117 for multifocal motor neuropathy; atezolizumab; nivolumab; afgartigimod; teriparatide injections; and OTREXUP, a SC methotrexate injection for adults with severe active rheumatoid arthritis and severe recalcitrant psoriasis, as well as children with active polyarticular juvenile idiopathic arthritis.
Further, the company provides ATRS-1902 for adrenal crisis rescue; ARGX-113; and ARGX-117 to treat severe autoimmune diseases in multifocal motor neuropathy.
Halozyme Therapeutics, Inc. was founded in 1998 and is headquartered in San Diego, California.","Data/company_logos_stock_analysis\Halozyme_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/halo/,United States,1998,Biotechnology,Healthcare,373,Helen Torley,"12390 El Camino Real
San Diego, California 92130
United States",858 794 8889,halozyme.com,HALO,NASDAQ,January - December,USD,0001159036,40637H109,US40637H1095,2836,,Common Stock,88-0488686,,
Legend Biotech Corporation,"Legend Biotech Corporation, a clinical-stage biopharmaceutical company, through its subsidiaries, engages in the discovery, development, manufacturing, and commercialization of novel cell therapies for oncology and other indications in the United States, China, and internationally.
Its lead product candidate, LCAR- B38M, is a chimeric antigen receptor for the treatment of multiple myeloma (MM).
The company also has a portfolio of earlier-stage autologous CAR-T product candidates targeting various cancers, including Non-Hodgkins Lymphoma, acute lymphoblastic leukemia, gastric cancer, esophageal cancer, pancreatic cancer, colorectal cancer, hepatocellular carcinoma, small cell lung cancer, and non-small cell lung cancer.
It has collaboration and license agreement with Janssen Biotech, Inc. for the development and commercialization of ciltacabtagene autoleucel.
The company was founded in 2014 and is based in Somerset, New Jersey. Legend Biotech Corporation operates as a subsidiary of Genscript Biotech Corporation.",Data/company_logos_stock_analysis\Legend_Biotech_Corporation_logo.svg,https://stockanalysis.com/stocks/legn/,United States,2014,Biotechnology,Healthcare,"1,826",Ying Huang,"2101 Cottontail Lane
Somerset, New Jersey 08873
United States",732 317 5050,legendbiotech.com,LEGN,NASDAQ,January - December,USD,0001801198,52490G102,US52490G1022,2834,"Jun 5, 2020",,,$23.00,
Elanco Animal Health Incorporated,"Elanco Animal Health Incorporated, an animal health company, innovates, develops, manufactures, and markets products for pets and farm animals.
It offers pet health disease prevention products, such as parasiticide and vaccine products that protect pets from worms, fleas, and ticks under the Seresto, Advantage, Advantix, and Advocate brands; pet health therapeutics for pain, osteoarthritis, ear infections, cardiovascular, and dermatology indications in canines and felines under the Galliprant and Claro brands; vaccines, antibiotics, parasiticides, and other products for use in poultry and aquaculture production, as well as nutritional health products, including enzymes, probiotics, and prebiotics; and a range of vaccines, antibiotics, implants, parasiticides, and other products used in ruminant and swine production under the Rumensin and Baytril brands.
The company sells its products to third-party distributors; veterinarians; and farm animal producers, including beef and dairy farmers, as well as pork, poultry, and aquaculture operations.
Elanco Animal Health Incorporated was founded in 1954 and is headquartered in Greenfield, Indiana.",Data/company_logos_stock_analysis\Elanco_Animal_Health_Incorporated_logo.svg,https://stockanalysis.com/stocks/elan/,United States,1954,Drug Manufacturers - Specialty & Generic,Healthcare,"9,800",Jeffrey Simmons,"2500 Innovation Way
Greenfield, Indiana 46140
United States",877 352 6261,elanco.com,ELAN,NYSE,January - December,USD,0001739104,28414H103,US28414H1032,2834,"Sep 20, 2018",Common Stock,82-5497352,,
Blueprint Medicines Corporation,"Blueprint Medicines Corporation, a precision therapy company, develops medicines for genomically defined cancers and blood disorders in the United States and internationally.
The company is developing AYVAKIT for the treatment of systemic mastocytosis (SM) and gastrointestinal stromal tumors; BLU-263, an orally available, potent, and KIT inhibitor for the treatment of indolent SM, and other mast cell disorders.
It is also developing GAVRETO for the treatment of RET fusion-positive non-small cell lung cancer, altered thyroid carcinoma, and medullary thyroid carcinoma; BLU-945 for the treatment of epidermal growth factor receptor driven non-small-cell lung carcinoma (NSCLC); and BLU-451 to treat NSCLC in patients with epidermal growth factor receptor gene (EGFR) exon 20 insertion mutations.
In addition, the company is developing BLU-782, for the treatment of fibrodysplasia ossificans progressive; BLU- 222 to treat patients with cyclin E aberrant cancers; and BLU-852 for the treatment of advanced cancers.
It has collaboration and license agreements with Clementia Pharmaceuticals, Inc.; Proteovant Therapeutics; CStone Pharmaceuticals; Genentech, Inc.; Hoffmann-La Roche Inc.; and Zai Lab (Shanghai) Co., Ltd. The company was formerly known as Hoyle Pharmaceuticals, Inc. and changed its name to Blueprint Medicines Corporation in June 2011.
Blueprint Medicines Corporation was incorporated in 2008 and is headquartered in Cambridge, Massachusetts.",Data/company_logos_stock_analysis\Blueprint_Medicines_Corporation_logo.svg,https://stockanalysis.com/stocks/bpmc/,United States,2008,Biotechnology,Healthcare,655,Kathryn Haviland,"45 Sidney Street
Cambridge, Massachusetts 02139
United States",617 374 7580,blueprintmedicines.com,BPMC,NASDAQ,January - December,USD,0001597264,09627Y109,US09627Y1091,2834,"Apr 30, 2015",Common Stock,,,
"Nuvalent, Inc.","Nuvalent, Inc., a clinical stage biopharmaceutical company, engages in the development of therapies for patients with cancer.
Its lead product candidates are NVL-520, a novel ROS1-selective inhibitor to address the clinical challenges of emergent treatment resistance, central nervous system (CNS)-related adverse events, and brain metastases that may limit the use of ROS1 tyrosine kinase inhibitors (TKIs) for patients with ROS proto-oncogene 1 (ROS1)-positive non-small cell lung cancer (NSCLC) which is under the phase 2 portion of the ARROS-1 Phase 1/2 clinical trial; NVL-655, a brain-penetrant ALK-selective inhibitor, to address the clinical challenges of emergent treatment resistance, CNS-related adverse events, and brain metastases that might limit the use of first-, second-, and third-generation ALK inhibitors that is under the phase 2 portion of the ALKOVE-1 Phase 1/2 clinical trial; and NVL-330, a brain-penetrant human epidermal growth factor receptor 2 (HER2)-selective inhibitor designed to treat tumors driven by HER2ex20, brain metastases, and avoiding treatment-limiting adverse events including due to off-target inhibition of wild-type EGFR, which is expected to initiate phase 1 trial.
The company was incorporated in 2017 and is headquartered in Cambridge, Massachusetts.","Data/company_logos_stock_analysis\Nuvalent,_Inc._logo.svg",https://stockanalysis.com/stocks/nuvl/,United States,2017,Biotechnology,Healthcare,92,James Porter,"One Broadway, 14th Floor
Cambridge, Massachusetts 02142
United States",857 357 7000,nuvalent.com,NUVL,NASDAQ,January - December,USD,0001861560,670703107,US6707031075,2834,"Jul 29, 2021",Common Stock,,$17.00,Class A Shares
"BridgeBio Pharma, Inc.","BridgeBio Pharma, Inc., a commercial-stage biopharmaceutical company, discovers, creates, tests, and delivers transformative medicines to treat patients who suffer from genetic diseases and cancers.
Its products in development programs include AG10, a next-generation oral small molecule near-complete TTR stabilizer that is in Phase 3 clinical trial for the treatment of TTR amyloidosis, or transthyretin amyloid cardiomyopathy (ATTR-CM); low-dose infigratinib, an oral FGFR1-3 selective tyrosine kinase inhibitor, which is in Phase 3 double-blinded, placebo-controlled pivotal study for the treatment option for children with achondroplasia; and BBP-631, an AAV5 gene transfer product candidate that is in Phase 1/2 clinical trial for the treatment of congenital adrenal hyperplasia, or CAH, driven by 21-hydroxylase deficiency, or 21OHD.
The company also develops Encaleret, a small molecule antagonist of the calcium sensing receptor, or CaSR, which is in phase 3 clinical trial for treating autosomal dominant hypocalcemia type 1, or ADH1; and BBP-418, a glycosylation substrate pro-drug that is in Phase 3 clinical trial for treating limb-girdle muscular dystrophy type 2I/R9 (LGMD2I/R9).
In addition, it engages in developing products for mendelian, oncology, and gene therapy diseases. BridgeBio Pharma, Inc. has license and collaboration agreements with the Leland Stanford Junior University; and Leidos Biomedical Research, Inc. The company was founded in 2015 and is headquartered in Palo Alto, California.","Data/company_logos_stock_analysis\BridgeBio_Pharma,_Inc._logo.svg",https://stockanalysis.com/stocks/bbio/,United States,2015,Biotechnology,Healthcare,556,Neil Kumar,"3160 Porter Drive, Suite 250
Palo Alto, California 94304
United States",650 391 9740,bridgebio.com,BBIO,NASDAQ,January - December,USD,0001743881,10806X102,US10806X1028,2834,"Jun 27, 2019",Common Stock,,$17.00,
"Cytokinetics, Incorporated","Cytokinetics, Incorporated, a late-stage biopharmaceutical company, focuses on discovering, developing, and commercializing muscle activators and inhibitors as potential treatments for debilitating diseases.
It develops small molecule drug candidates primarily engineered to impact muscle function and contractility.
The company’s drug candidates include omecamtiv mecarbil, a novel cardiac myosin activator that is in Phase III clinical trial in patients with heart failure.
It also develops CK-136, a novel cardiac troponin activator that is in Phase I clinical trial; CK-586, a small molecule cardiac myosin inhibitor, that is in Phase I clinical trial; and aficamten, a novel cardiac myosin inhibitor, which is in Phase III clinical trial for the treatment of patients with symptomatic obstructive hypertrophic cardiomyopathy.
The company has a strategic alliance with Ji Xing Pharmaceuticals Limited; and a collaboration and license agreement for the development and commercialization of aficamten in Japan for the treatment of patients with obstructive and non-obstructive hypertrophic cardiomyopathy.
Cytokinetics, Incorporated was incorporated in 1997 and is headquartered in South San Francisco, California.","Data/company_logos_stock_analysis\Cytokinetics,_Incorporated_logo.svg",https://stockanalysis.com/stocks/cytk/,United States,1997,Biotechnology,Healthcare,423,Robert Blum,"350 Oyster Point Boulevard
South San Francisco, California 94080
United States",650 624 3000,cytokinetics.com,CYTK,NASDAQ,January - December,USD,0001061983,23282W605,US23282W6057,2834,"Apr 29, 2004",Common Stock,94-3291317,,
"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States.
The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy.
It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus.
In addition, the company develops IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2.
It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics.
The company was incorporated in 1989 and is based in Carlsbad, California.","Data/company_logos_stock_analysis\Ionis_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/ions/,United States,1989,Biotechnology,Healthcare,927,Brett Monia,"2855 Gazelle Court
Carlsbad, California 92010
United States",760 931 9200,ionispharma.com,IONS,NASDAQ,January - December,USD,0000874015,462222100,US4622221004,2834,"May 17, 1991",Common Stock,33-0336973,,
Corcept Therapeutics Incorporated,"Corcept Therapeutics Incorporated engages in discovery and development of drugs for the treatment of severe endocrinologic, oncologic, metabolic, and neurologic disorders in the United States.
It offers Korlym tablets medication for the treatment of hyperglycemia secondary to hypercortisolism in adult patients with endogenous cushing’s syndrome; and who have type 2 diabetes mellitus or glucose intolerance and have failed surgery or are not candidates for surgery.
The company is also developing relacorilant, which is in phase III clinical trial for the treatment of cushing’s syndrome; treatment for adrenal cancer and cortisol excess which is in phase 1b clinical trial; treatment for prostate cancer which is in phase II clinical trial; and nab-paclitaxel in combination with relacorilant, which is in phase III clinical trial to treat platinum-resistant ovarian tumors.
In addition, it develops dazucorilant, which is in phase II clinical trial for the treatment of amyotrophic lateral sclerosis; miricorilant, which is in phase IIb trial for the treatment of nonalcoholic steatohepatitis; and treatment for antipsychotic induced weight gain that is in phase I trial.
The company was incorporated in 1998 and is headquartered in Menlo Park, California.",Data/company_logos_stock_analysis\Corcept_Therapeutics_Incorporated_logo.svg,https://stockanalysis.com/stocks/cort/,United States,1998,Biotechnology,Healthcare,352,Joseph Belanoff,"149 Commonwealth Drive
Menlo Park, California 94025
United States",650 327 3270,corcept.com,CORT,NASDAQ,January - December,USD,0001088856,218352102,US2183521028,2834,,Common Stock,77-0487658,,
"Krystal Biotech, Inc.","Krystal Biotech, Inc., a commercial-stage biotechnology company, discovers, develops, and commercializes genetic medicines for patients with rare diseases in the United States.
It commercializes VYJUVEK (beremagene geperpavec-svdt, or B-VEC) for the treatment of dystrophic epidermolysis bullosa (DEB).
The company also develops KB105, which is in Phase 1/2 clinical trials for treating patients with deficient autosomal recessive congenital ichthyosis; KB104 for treating netherton syndrome; KB407 that is in Phase 1 clinical trials for treating cystic fibrosis; KB707 that is in Phase 1 clinical trials for the treatment of anti-PD-1 relapsed/refractory; KB408, which is in Phase 1 clinical trials for treating Alpha-1 antitrypsin deficiency; and KB301 that is in Phase 2 clinical trials for treating aesthetic skin conditions, as well as in open label study with ophthalmic B-VEC for treating for ocular complications of deb.
Krystal Biotech, Inc. was founded in 2016 and is headquartered in Pittsburgh, Pennsylvania.","Data/company_logos_stock_analysis\Krystal_Biotech,_Inc._logo.svg",https://stockanalysis.com/stocks/krys/,United States,2015,Biotechnology,Healthcare,229,Krish Krishnan,"2100 Wharton Street, Suite 701
Pittsburgh, Pennsylvania 15203
United States",412 586 5830,krystalbio.com,KRYS,NASDAQ,January - December,USD,0001711279,501147102,US5011471027,2836,"Sep 20, 2017",Common Stock,82-1080209,,
"ADMA Biologics, Inc.","ADMA Biologics, Inc., a biopharmaceutical company, engages in developing, manufacturing, and marketing specialty plasma-derived biologics for the treatment of immune deficiencies and infectious diseases in the United States and internationally.
The company offers BIVIGAM, an intravenous immune globulin (IVIG) product indicated for the treatment of primary humoral immunodeficiency (PI); ASCENIV, an IVIG product for the treatment of PI; and Nabi-HB for the treatment of acute exposure to blood containing Hepatitis B surface antigen and other listed exposures to Hepatitis B.
It develops a pipeline of plasma-derived therapeutics, including products related to the methods of treatment and prevention of S.
pneumonia infection for an immunoglobulin. In addition, it operates source plasma collection facilities.
The company sells its products through independent distributors, drug wholesalers, specialty pharmacies, and other alternate site providers.
ADMA Biologics, Inc. was incorporated in 2004 and is headquartered in Ramsey, New Jersey.","Data/company_logos_stock_analysis\ADMA_Biologics,_Inc._logo.svg",https://stockanalysis.com/stocks/adma/,United States,2004,Biotechnology,Healthcare,624,Adam Grossman,"465 State Route 17
Ramsey, New Jersey 07446
United States",201 478 5552,admabiologics.com,ADMA,NASDAQ,January - December,USD,0001368514,000899104,US0008991046,2836,,Common Stock,56-2590442,,
Alkermes plc,"Alkermes plc, a biopharmaceutical company, researches, develops, and commercializes pharmaceutical products to address unmet medical needs of patients in therapeutic areas in the United States, Ireland, and internationally.
It has a portfolio of proprietary commercial products for the treatment of alcohol dependence, opioid dependence, schizophrenia and bipolar I disorder and a pipeline of clinical and preclinical product candidates in development for neurological disorders.
Its marketed products include ARISTADA, an intramuscular injectable suspension for the treatment of schizophrenia; ARISTADA INITIO for the treatment of schizophrenia in adults; VIVITROL for the treatment of alcohol and prevention of opioid dependence; and LYBALVI, an oral atypical antipsychotic drug candidate for the treatment of adults with schizophrenia and bipolar I disorder.
It has collaboration agreements primarily with Janssen Pharmaceutica N.V., Janssen Pharmaceutica Inc, and Janssen Pharmaceutica International.
The company also offers proprietary technology platforms to third parties to enable them to develop, commercialize, and manufacture products.
Alkermes plc was founded in 1987 and is headquartered in Dublin, Ireland.",Data/company_logos_stock_analysis\Alkermes_plc_logo.svg,https://stockanalysis.com/stocks/alks/,Ireland,1987,Drug Manufacturers - Specialty & Generic,Healthcare,"2,100",Richard Pops,"Connaught House, 1 Burlington Road
Dublin, D04 C5Y6
Ireland",353 1 772 8000,alkermes.com,ALKS,NASDAQ,January - December,USD,0001520262,G01767105,IE00B56GVS15,2834,"Jul 16, 1991",,98-1007018,,
"Viking Therapeutics, Inc.","Viking Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of novel therapies for metabolic and endocrine disorders.
The company’s lead drug candidate is VK2809, an orally available tissue and receptor-subtype selective agonist of the thyroid hormone receptor beta (TRß), which is in Phase IIb clinical trials to treat patients with biopsy-confirmed non-alcoholic steatohepatitis, as well as NAFLD.
It also develops VK5211, an orally available non-steroidal selective androgen receptor modulator that is in Phase II clinical trials for the treatment of patients recovering from non-elective hip fracture surgery; VK0612, an orally available Phase IIb-ready drug candidate for type 2 diabetes; VK2735, a novel dual agonist of the glucagon-like peptide, which is in Phase 1 SAD/MAD clinical trial, and VK0214, an orally available tissue and receptor-subtype selective agonist of the TRß for X-linked adrenoleukodystrophy.
The company was incorporated in 2012 and is headquartered in San Diego, California.","Data/company_logos_stock_analysis\Viking_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/vktx/,United States,2012,Biotechnology,Healthcare,27,Brian Lian,"9920 Pacific Heights Boulevard, Suite 350
San Diego, California 92121
United States",858 704 4660,vikingtherapeutics.com,VKTX,NASDAQ,January - December,USD,0001607678,92686J106,US92686J1060,2834,"Apr 29, 2015",Common Stock,46-1073877,,
Ultragenyx Pharmaceutical Inc.,"Ultragenyx Pharmaceutical Inc., a biopharmaceutical company, focuses on the identification, acquisition, development, and commercialization of novel products for the treatment of rare and ultra-rare genetic diseases in North America, Latin America, Japan, Europe, and internationally.
Its biologic products include Crysvita (burosumab), an antibody targeting fibroblast growth factor 23 for the treatment of X-linked hypophosphatemia, as well as tumor-induced osteomalacia; Mepsevii, an enzyme replacement therapy for the treatment of children and adults with Mucopolysaccharidosis VII; Dojolvi for treating long-chain fatty acid oxidation disorders; and Evkeeza (evinacumab) for the treatment of homozygous familial hypercholesterolemia.
The company’s products candidatures include DTX401, an adeno-associated virus 8 (AAV8) gene therapy clinical candidate for the treatment of patients with glycogen storage disease type Ia; DTX301, an AAV8 gene therapy for the treatment of patients with ornithine transcarbamylase; UX143, a human monoclonal antibody for the treatment of osteogenesis imperfecta; GTX-102, an antisense oligonucleotide for the treatment of Angelman syndrome; UX111, an AAV9 gene therapy product candidate for the treatment of patients with Sanfilippo syndrome type A, or MPS IIIA, a rare lysosomal storage disease; UX701, for the treatment of Wilson disease; and UX053 for the treatment of glycogen storage disease type III.
Ultragenyx Pharmaceutical Inc. has collaboration and license agreement with Kyowa Kirin Co., Ltd.; Saint Louis University; Baylor Research Institute; REGENXBIO Inc.; Bayer Healthcare LLC; GeneTx; Mereo; University of Pennsylvania; Arcturus Therapeutics Holdings Inc.; Solid Biosciences Inc.; Regeneron; Abeona; and Daiichi Sankyo Co., Ltd. The company was incorporated in 2010 and is headquartered in Novato, California.",Data/company_logos_stock_analysis\Ultragenyx_Pharmaceutical_Inc._logo.svg,https://stockanalysis.com/stocks/rare/,United States,2010,Biotechnology,Healthcare,"1,276",Emil Kakkis,"60 Leveroni Court
Novato, California 94949
United States",415 483 8800,ultragenyx.com,RARE,NASDAQ,January - December,USD,0001515673,90400D108,US90400D1081,2834,"Jan 31, 2014",Common Stock,27-2546083,,
Alvotech,"Alvotech, through its subsidiaries, develops and manufactures biosimilar medicines for patients worldwide.
It offers biosimilar products in the therapeutic areas of autoimmune, eye, and bone disorders, as well as cancer.
The company’s lead program is AVT02, a high concentration formulation biosimilar to Humira to treat various inflammatory conditions, including rheumatoid arthritis, psoriatic arthritis, Crohn’s disease, ulcerative colitis, plaque psoriasis, and other indications; AVT04, a biosimilar to Stelara to treat various inflammatory conditions comprising psoriatic arthritis, Crohn’s disease, ulcerative colitis, plaque psoriasis, and other indications; AVT06, a biosimilar to Eylea to treat various conditions, such as age-related macular degeneration, macular edema, and diabetic retinopathy; and AVT03, a biosimilar to Xgeva and Prolia, which is in the pre-clinical phase to treat prevent bone fracture, spinal cord compression, and the need for radiation or bone surgery in patients with certain types of cancer, as well as prevent bone loss and increase bone mass.
In addition, it offers AVT05, a biosimilar to Simponi and Simponi Aria, which is in early phase development to treat various inflammatory conditions, including rheumatoid arthritis, psoriatic arthritis, ulcerative colitis, and other indications; AVT16, a biosimilar to an Entyvio product; AVT23, a biosimilar to Xolair, which is in late-stage development to treat nasal polyps; and AVT33, a biosimilar to an Keytruda product.
Alvotech was founded in 2013 and is based in Luxembourg, Luxembourg.",Data/company_logos_stock_analysis\Alvotech_logo.svg,https://stockanalysis.com/stocks/alvo/,Luxembourg,2013,Drug Manufacturers - Specialty & Generic,Healthcare,999,Robert Wessman,"9, Rue de Bitbourg
Luxembourg City, 1273
Luxembourg",,alvotech.com,ALVO,NASDAQ,January - December,USD,0001898416,L01800108,LU2458332611,2836,,,98-1629342,,
