Company Name,Company Description,Logo Path,Original Link,Country,Founded,Industry,Sector,Employees,CEO,Address,Phone,Website,Ticker Symbol,Exchange,Fiscal Year,Reporting Currency,CIK Code,CUSIP Number,ISIN Number,SIC Code,IPO Date,Stock Type,Employer ID,IPO Price,Share Class
Gelteq Limited,"Gelteq Limited focuses on developing, testing, and commercializing white label gel-based delivery solutions for humans and animals.
It offers edible gels for prescription drugs, nutraceuticals, pet care, and other products, as well as for sports and over-the-counter products.
Gelteq Limited was incorporated in 2017 and is headquartered in Caulfield, Australia.",Data/company_logos_stock_analysis\Gelteq_Limited_logo.svg,https://stockanalysis.com/stocks/gels/,Australia,2018,Drug Manufacturers - Specialty & Generic,Healthcare,8,Nathan Givoni,"639-641 Glenhuntly Road
Caulfield, VIC 3162
Australia",61 3 9087 3990,gelteq.com,GELS,NASDAQ,July - June,AUD,0001920092,,,2834,"Oct 29, 2024",,,$4.00,
"NextCure, Inc.","NextCure, Inc., a clinical-stage biopharmaceutical company, engages in discovering and developing novel immunomedicines to treat cancer and other immune-related diseases by restoring normal immune function.
The company is developing NC410, an immunomedicine designed to block immune suppression mediated by LAIR-1; NC762, a monoclonal antibody that binds specifically to B7-H4, a protein expressed on multiple tumor types; and NC525, a monoclonal antibody that binds to LAIR-1 to functionally kill AML blast cells and leukemic stem cells while preserving normal blood cells, including hematopoietic stem cells.
Its discovery and research programs include an antibody in preclinical evaluation of other potential novel immunomodulatory molecules.
It has a license agreement with Yale University. The company was incorporated in 2015 and is headquartered in Beltsville, Maryland.","Data/company_logos_stock_analysis\NextCure,_Inc._logo.svg",https://stockanalysis.com/stocks/nxtc/,United States,2015,Biotechnology,Healthcare,82,Michael Richman,"9000 Virginia Manor Road, Suite 200
Beltsville, Maryland 20705
United States",240 399 4900,nextcure.com,NXTC,NASDAQ,January - December,USD,0001661059,65343E108,US65343E1082,2834,"May 9, 2019",Common Stock,47-5231247,$15.00,
"Palatin Technologies, Inc.","Palatin Technologies, Inc., a biopharmaceutical company, develops targeted receptor-specific therapeutics for the treatment of various diseases in the United States.
The company’s lead product is Vyleesi, a melanocortin receptor (MCr) agonist for the treatment of premenopausal women with hypoactive sexual desire disorder.
It is also developing oral PL8177, a selective MC1r agonist peptide that is in Phase 2 clinical trial for the treatment of inflammatory bowel diseases.
In addition, the company engages in the development of PL9643, a peptide melanocortin agonist active at multiple MCrs, including MC1r and MC5r for anti-inflammatory ocular indications, such as dry eye disease, which is in Phase 3 clinical trial; and melanocortin peptides for diabetic retinopathy.
Further, it is developing PL8177, an oral peptide formulation for treatment of ulcerative colitis, which entered Phase 2 clinical trials.
Palatin Technologies, Inc. was founded in 1986 and is based in Cranbury, New Jersey.","Data/company_logos_stock_analysis\Palatin_Technologies,_Inc._logo.svg",https://stockanalysis.com/stocks/ptn/,United States,1986,Biotechnology,Healthcare,30,Carl Spana,"Cedar Brook Corporate Center, 4-B Cedar Brook Drive
Cranbury, New Jersey 08512
United States",609 495 2200,palatin.com,PTN,NYSEAMERICAN,July - June,USD,0000911216,696077403,US6960775020,2834,"Oct 28, 1993",Common Stock,95-4078884,,
"IN8bio, Inc.","IN8bio, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of gamma-delta T cell therapies for the treatment of solid and liquid tumors.
Its lead product candidates include INB-400, which is in Phase 2 clinical trial to treat newly diagnosed glioblastoma (GBM); INB-200, a genetically modified autologous gamma-delta T cell product candidate that is in Phase I clinical trial for the treatment of GBM and other cancers; and INB-100, an allogeneic product candidate, which is in Phase I clinical trial to treat patients with hematologic malignancies undergoing hematopoietic stem cell transplantation.
The company develops INB-300 and INB-500 that are in preclinical phase for treatment of acute myeloid leukemia, and other solid and hematological tumor types.
The company was formerly known as Incysus Therapeutics, Inc. and changed its name to IN8bio, Inc. in August 2020.
IN8bio, Inc. was incorporated in 2016 and is based in New York, New York.","Data/company_logos_stock_analysis\IN8bio,_Inc._logo.svg",https://stockanalysis.com/stocks/inab/,United States,2016,Biotechnology,Healthcare,31,Tai-Wei Ho,"350 5th Avenue, Suite 5330
New York, New York 10118
United States",646 600 6438,in8bio.com,INAB,NASDAQ,January - December,USD,0001740279,45674E109,US45674E1091,2836,"Jul 30, 2021",,82-5462585,$10.00,
"Athira Pharma, Inc.","Athira Pharma, Inc., a late clinical-stage biopharmaceutical company, focuses on developing small molecules to restore neuronal health and slow neurodegradation.
Its lead product candidate is Fosgonimeton (ATH-1017), a small molecule designed to modulate the neurotrophic hepatocyte growth factor (HGF) system and its receptor, MET, for a healthy nervous system that is in LIFT-AD Phase 2/3 and ACT-AD Phase 2 clinical trials for the treatment of Alzheimer’s disease, as well as is in Phase 2 clinical trials to treat Parkinson’s disease dementia and Dementia with Lewy bodies.
The company’s product pipeline includes ATH-1020, an orally available brain-penetrant small molecule designed to enhance the HGF/MET system that is in Phase 1 clinical trials to treat neuropathic pain and neurodegenerative diseases; and ATH-1105, an oral small molecule drug candidate, which is a preclinical model for the treatment of Amyotrophic Lateral Sclerosis.
In addition, it has a license agreement with Washington State University to offer for sale products covered by certain licensed patents, including dihexa, the chemical compound into which fosgonimeton metabolizes following administration; and collaboration and grant agreement with National Institutes of Health Grant to support ACT-AD Phase 2 clinical trial for fosgonimeton.
The company was formerly known as M3 Biotechnology, Inc. and changed its name to Athira Pharma, Inc. in April 2019.
Athira Pharma, Inc. was incorporated in 2011 and is headquartered in Bothell, Washington.","Data/company_logos_stock_analysis\Athira_Pharma,_Inc._logo.svg",https://stockanalysis.com/stocks/atha/,United States,2011,Biotechnology,Healthcare,67,Mark Litton,"18706 North Creek Parkway, Suite 104
Bothell, Washington 98011
United States",425 620 8501,athira.com,ATHA,NASDAQ,January - December,USD,0001620463,04746L104,US04746L1044,2836,"Sep 18, 2020",Common Stock,45-3368487,$17.00,
"Cara Therapeutics, Inc.","Cara Therapeutics, Inc., a development-stage biopharmaceutical company, focuses on developing and commercializing therapeutics treatment of chronic pruritus in the United States.
The company’s lead product is KORSUVA (difelikefalin) injection for the treatment of moderate-to-severe pruritus associated with chronic kidney disease (CKD) in adults undergoing hemodialysis.
It also develops Oral difelikefalin, which is in Phase II/III clinical trial to treat chronic pruritus with notalgia paresthetica.
The company has license agreements with Maruishi Pharmaceutical Co., Ltd to develop, manufacture, and commercialize drug products containing difelikefalin for acute pain and uremic pruritus in Japan; Vifor Fresenius Medical Care Renal Pharma Ltd. development and commercialization of KORSUVA injection for the treatment of moderate-to-severe pruritus in adult patients undergoing hemodialysis; and Chong Kun Dang Pharmaceutical Corporation to develop, manufacture, and commercialize drug products containing difelikefalin in South Korea.
Cara Therapeutics, Inc. was incorporated in 2004 and is based in Stamford, Connecticut.","Data/company_logos_stock_analysis\Cara_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/cara/,United States,2004,Biotechnology,Healthcare,55,Christopher Posner,"400 Atlantic Street, Suite 500
Stamford, Connecticut 06901
United States",203 406 3700,caratherapeutics.com,CARA,NASDAQ,January - December,USD,0001346830,140755109,US1407551092,2834,"Jan 31, 2014",Common Stock,,,
"Tenax Therapeutics, Inc.","Tenax Therapeutics, Inc. develops and commercializes pharmaceutical products containing imatinib for the treatment of pulmonary arterial hypertension in the United States.
The company develops TNX-101 (IV), TNX-102, and TNX-103 (levosimendan) that have completed phase II clinical trials for the treatment of patients with pulmonary hypertension associated with heart failure with preserved ejection fraction and associated pulmonary hypertension; and TNX-201 (imatinib), a tyrosine kinase inhibitor for the treatment of chronic myeloid leukemia.
The company was formerly known as Oxygen Biotherapeutics, Inc. and changed its name to Tenax Therapeutics, Inc. in September 2014.
Tenax Therapeutics, Inc. was founded in 1967 and is based in Chapel Hill, North Carolina.","Data/company_logos_stock_analysis\Tenax_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/tenx/,United States,1967,Biotechnology,Healthcare,6,Christopher Giordano,"101 Glen Lennox Drive, Suite 300
Chapel Hill, North Carolina 27517
United States",(919) 855-2100,tenaxthera.com,TENX,NASDAQ,January - December,USD,0000034956,88032L209,US88032L6056,2834,,Common Stock,26-2593535,,
"GeoVax Labs, Inc.","GeoVax Labs, Inc., a clinical-stage biotechnology company, develops human vaccines and immunotherapies against infectious diseases and solid tumor cancers using modified vaccinia ankara virus-like particle vaccine platform.
It is developing various preventive vaccines against (COVID-19), human immunodeficiency virus (HIV); Zika virus; malaria; and hemorrhagic fever viruses, such as Ebola, Sudan, Marburg, and Lassa, as well as therapeutic vaccines for HIV, chronic Hepatitis B infections, and solid tumor cancers.
The company is developing GEO-CM04S1, a vaccine candidate that is in Phase 2 clinical trial for the treatment of preventive COVID-19; Gedeptin, a novel patented product/technology for the treatment of solid tumors, and Phase 1/2 clinical trial for the treatment of advanced head and neck squamous cell carcinoma; and GEO-CM02, a pan-coronavirus vaccine.
In addition, it is developing GEO-ZM02, a vaccine candidate, which is in preclinical trial for the treatment of GEO-ZM02, a vaccine candidate, which is in preclinical trial for the treatment of Zika; GEO-MM02 treatment for malaria; other infectious disease vaccines for the treatment of fever viruses, such as Ebola, Sudan, and Marburg; GEO-LM01 for the treatment of Lassa fever.
It has collaboration and partnership agreements with the National Institute of Allergy and Infectious Diseases of the National Institutes of Health; U.S. Department of Defense; Emory University; and the Burnet Institute.
GeoVax Labs, Inc. was incorporated in 1988 and is headquartered in Smyrna, Georgia.","Data/company_logos_stock_analysis\GeoVax_Labs,_Inc._logo.svg",https://stockanalysis.com/stocks/govx/,United States,2001,Biotechnology,Healthcare,17,David Dodd,"1900 Lake Park Drive, Suite 380
Smyrna, Georgia 30080
United States",678 384 7220,geovax.com,GOVX,NASDAQ,January - December,USD,0000832489,373678507,US3736786068,2834,,Common Stock,87-0455038,,
"Carisma Therapeutics, Inc.","Carisma Therapeutics, Inc., a clinical-stage cell therapy company, focuses on discovering and developing immunotherapies to treat cancer and other serious diseases in the United States.
The company’s ex vivo CAR-M cell therapies include CT-0508, a CAR-macrophage, which is in Phase 1 clinical trial to treat solid tumors; CT-0525, a CAR-monocyte that is in Phase 1 clinical trial to treat solid tumors; and CT-1119, a mesothelin-targeted CAR-Monocyte that is in pre-clinical stage to treat patients with advanced mesothelin-positive solid tumors, including lung cancer, mesothelioma, pancreatic cancer, ovarian cancer, and others.
It is also developing in vivo CAR-M cell therapies in collaboration with Moderna Therapeutics to address multiple cancer targets; and multiple assets for the potential treatment of diseases beyond oncology, including fibrosis and other immunologic and inflammatory diseases.
The company was formerly known as CARMA Therapeutics Inc. and changed its name to Carisma Therapeutics, Inc. in May 2017.
The company was founded in 2016 and is headquartered in Philadelphia, Pennsylvania.","Data/company_logos_stock_analysis\Carisma_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/carm/,United States,2016,Biotechnology,Healthcare,107,Steven Kelly,"3675 Market Street, Suite 200
Philadelphia, Pennsylvania 19104
United States",267 491 6422,carismatx.com,CARM,NASDAQ,January - December,USD,0001485003,14216R101,US14216R1014,2834,,Common Stock,26-2025616,,
"Bolt Biotherapeutics, Inc.","Bolt Biotherapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the development of immunotherapies for the treatment of cancer.
The company’s lead product candidate BDC-1001, which is in clinical development for the treatment of patients with human epidermal growth factor receptor 2- positive solid tumors, including breast, colorectal, endometrial, and gastroesophageal cancer.
It is also developing BDC-3042, an agonist antibody targeting Dectin-2 for range of tumors, such as head and neck, non-small cell lung, ovarian, triple-negative breast, and other cancer.
The company has collaboration agreements with Toray Industries, Genmab A/S, Innovent Biologics, Inc., Bristol-Myers Squibb, and F.
Hoffmann-La Roche Ltd; and license agreement with Stanford University. The company was formerly known as Bolt Therapeutics, Inc. and changed its name to Bolt Biotherapeutics, Inc. in July 2015.
Bolt Biotherapeutics, Inc. was incorporated in 2015 and is headquartered in Redwood City, California.","Data/company_logos_stock_analysis\Bolt_Biotherapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/bolt/,United States,2015,Biotechnology,Healthcare,100,William Quinn,"900 Chesapeake Drive
Redwood City, California 94063
United States",650 665 9295,boltbio.com,BOLT,NASDAQ,January - December,USD,0001641281,097702104,US0977021049,2834,"Feb 5, 2021",Common Stock,47-2804636,$20.00,
"Aprea Therapeutics, Inc.","Aprea Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing novel synthetic lethality-based cancer therapeutics that targets DNA damage response pathways.
Its lead product candidate is the ATRN-119 that is in Phase I clinical trials for treating advanced solid tumors.
The company is also developing ATRN-1051 for the treatment of ovarian cancer; and APRE-DDRi for the treatment of advanced solid tumors.
The company is headquartered in Doylestown, Pennsylvania.","Data/company_logos_stock_analysis\Aprea_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/apre/,United States,2006,Biotechnology,Healthcare,7,Oren Gilad,"3805 Old Easton Road
Doylestown, Pennsylvania 18902
United States",617 463 9385,aprea.com,APRE,NASDAQ,January - December,USD,0001781983,03836J102,US03836J2015,2834,"Oct 3, 2019",Common Stock,,$15.00,
"NanoViricides, Inc.","NanoViricides, Inc., a clinical stage nano-biopharmaceutical company, discovers, develops, and commercializes drugs for the treatment of viral infections.
The company’s product portfolio includes NV-387 drug candidate developed for RSV and influenza indications and has completed phase 1a/1b human clinical trial for the evaluation of safety and tolerability; NV-387 as an active ingredient of drug product formulations for the treatment of COVID infections comprising NV-CoV-2 Oral Syrup and NV-CoV-2 Oral Gummies, a semi-solid fixed-dose form, which are in phase 1a/1b human clinical trials for enabling body-weight-based dose titration as is required for pediatric treatments.
It also offers NV-387 Solution for injection, infusion, and inhalation to treat severe cases that are not hospitalized and carried out by an injection; and injectable solution that delivered directly into the lungs as a fog created using portable battery operated nebulizer devices, which enables action at infection by a respiratory virus, such as coronaviruses, RSV, influenzas, human meta-pneumovirus, certain adenoviruses, and other infections, that can lead to severe pneumonia.
In addition, the company develops NV-HHV-1, a skin cream for the treatment of Shingles rash, which has completed non-clinical pharmacology studies; oral drug with NV-HHV-1 as the active ingredient for the treatment of HSV-1 cold sores and HSV-2 genital ulcers; and other drug candidates in HIVCide program for the treatment of Dengue and Ebola virus, as well as provides Nanoviricide platform technology to treat various types of viruses.
NanoViricides, Inc. was incorporated in 2005 and is headquartered in Shelton, Connecticut.","Data/company_logos_stock_analysis\NanoViricides,_Inc._logo.svg",https://stockanalysis.com/stocks/nnvc/,United States,2005,Biotechnology,Healthcare,7,Anil Diwan,"1 Controls Drive
Shelton, Connecticut 06484
United States",203 937 6137,nanoviricides.com,NNVC,NYSEAMERICAN,July - June,USD,0001379006,630087302,US6300873022,2834,,Common Stock,76-0674577,,
Affimed N.V.,"Affimed N.V., a clinical-stage biopharmaceutical company, focuses on discovering and developing cancer immunotherapies in the United States and Germany.
The company’s lead product candidates include AFM13 that has completed Phase 2 clinical trial for CD30-positive lymphoma, Phase Ib clinical trial for hodgkin lymphoma, and completed Phase IIb clinical study for peripheral T-cell lymphoma; AFM24, a tetravalent, bispecific epidermal growth factor receptor, and CD16A-binding innate cell engager, which is in Phase IIa clinical trial for the treatment of advanced cancers; and AFM28, an innate cell engager (ICE), which is in preclinical development for the treatment acute myeloid.
It develops AFM32, an ICE candidate that is in preclinical development for the treatment of solid tumors.
It has collaboration with Artiva Biotherapeutics to develop the combination of acimtamig and AlloNK; license and strategic collaboration agreement with Roivant Sciences Ltd. to develop and commercialize novel ICE molecules, including AFM32, in oncology; and strategic collaboration agreement with Genentech for the development of certain product candidates, which includes novel NK cell engager-based immunotherapeutics to treat multiple cancers.
The company was formerly known as Affimed Therapeutics B.V. and changed its name to Affimed N.V. in October 2014.
Affimed N.V. was founded in 2000 and is headquartered in Mannheim, Germany.",Data/company_logos_stock_analysis\Affimed_N.V._logo.svg,https://stockanalysis.com/stocks/afmd/,Germany,2000,Biotechnology,Healthcare,76,Shawn Leland,"Gottlieb-Daimler-Straße 2
Mannheim, 68165
Germany",49 621 560030,affimed.com,AFMD,NASDAQ,January - December,EUR,0001608390,N01045108,NL0015001ZQ0,2834,"Sep 12, 2014",,,,
PolyPid Ltd.,"PolyPid Ltd., a clinical-stage biopharmaceutical company, developing targeted, locally administered, and prolonged-release therapeutics using its proprietary polymer-lipid encapsulation matrix (PLEX) technology to address unmet medical needs.
Its lead product candidate is D-PLEX100, which is in a pivotal Phase 3 confirmatory trial for prevention of surgical site infections (SSIs) in patients undergoing abdominal colorectal surgery with large incisions.
It is also developing OncoPLEX, for the treatment of intra-tumoral cancer. The company has research and development collaboration with ImmunoGenesis, Inc. to enhance cancer immunotherapy using PLEX technology.
PolyPid Ltd. was incorporated in 2008 and is headquartered in Petah Tikva, Israel.",Data/company_logos_stock_analysis\PolyPid_Ltd._logo.svg,https://stockanalysis.com/stocks/pypd/,Israel,2008,Biotechnology,Healthcare,62,Dikla Czaczkes Akselbrad,"18 Hasivim Street
Petah Tikva, 4959376
Israel",972 7 4719 5700,polypid.com,PYPD,NASDAQ,January - December,USD,0001611842,M8001Q118,IL0011326795,3841,"Jun 26, 2020",,,$16.00,
"BioXcel Therapeutics, Inc.","BioXcel Therapeutics, Inc., a commercial-stage biopharmaceutical company, engages in utilizing artificial intelligence approaches to develop transformative medicines in neuroscience and immuno-oncology.
The company's drug re-innovation approach leverages existing approved drugs and/or clinically validated product candidates together with big data and proprietary machine learning algorithms to identify new therapeutic indices.
Its commercial product, IGALMI, a sublingual film formulation of dexmedetomidine for the acute treatment of agitation associated with schizophrenia or bipolar I or II disorder in adults.
The company also continues to conduct clinical trials evaluating BXCL501 for the acute treatment of agitation in Alzheimer’s disease patients, and for adjunctive treatment of patients with major depressive disorder, as well as in the community for agitation associated with bipolar disorders and schizophrenia.
In addition, it is developing BXCL502 as a potential therapy for chronic agitation in dementia; and BXCL701, an investigational, orally innate immunity activator for the treatment of aggressive forms of prostate cancer, pancreatic cancer, and other solid and liquid tumors; BXCL503, a drug candidate to target apathy in dementia; and BXCL504, a drug candidate to target aggression in dementia.
BioXcel Therapeutics, Inc. was incorporated in 2017 and is headquartered in New Haven, Connecticut.","Data/company_logos_stock_analysis\BioXcel_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/btai/,United States,2017,Biotechnology,Healthcare,74,Vimal Mehta,"555 Long Wharf Drive, 12th Floor
New Haven, Connecticut 06511
United States",475 238 6837,bioxceltherapeutics.com,BTAI,NASDAQ,January - December,USD,0001720893,09075P105,US09075P1057,2834,"Mar 8, 2018",Common Stock,82-1386754,,
BriaCell Therapeutics Corp.,"BriaCell Therapeutics Corp., a clinical stage immuno-oncology company, engages in developing targeted immunotherapies to transform cancer care.
Its lead candidate is Bria-IMT, a targeted cell-based immunotherapy that is being evaluated in a pivotal Phase 3 combination study for metastatic breast cancer.
The company is also developing Bria-OTS, a platform of personalized off-the-shelf cell-based immunotherapies, which is being evaluated in a Phase 1/2 clinical studies targeting breast cancer with extension to prostate cancer and other cancers.
It has a license agreement with the University of Maryland, Baltimore County to develop and commercialize soluble CD80 as a biologic agent for the treatment of cancer.
BriaCell Therapeutics Corp. is based in West Vancouver, Canada.",Data/company_logos_stock_analysis\BriaCell_Therapeutics_Corp._logo.svg,https://stockanalysis.com/stocks/bctx/,Canada,2014,Biotechnology,Healthcare,16,William Williams,"Bellevue Centre, Suite 300
West Vancouver, BC V7T 2X1
Canada",604-921-1810,briacell.com,BCTX,NASDAQ,August - July,USD,0001610820,10778Y302,CA1079301091,2834,,,,,
"MEI Pharma, Inc.","MEI Pharma, Inc., a clinical-stage pharmaceutical company, focuses on the development of various therapies for the treatment of cancer.
It develops ME-344, an intravenous small molecule inhibitor mitochondrial oxidative phosphorylation to treat human epidermal growth factor receptor 2 negative breast cancer, colorectal cancer, and solid tumors.
The company was formerly known as Marshall Edwards, Inc. and changed its name to MEI Pharma, Inc. in July 2012.
MEI Pharma, Inc. was incorporated in 2000 and is headquartered in San Diego, California.","Data/company_logos_stock_analysis\MEI_Pharma,_Inc._logo.svg",https://stockanalysis.com/stocks/meip/,United States,2000,Biotechnology,Healthcare,28,Justin File,"9920 Pacific Heights Blvd., Suite 150
San Diego, California 92121
United States",858 369 7100,meipharma.com,MEIP,NASDAQ,July - June,USD,0001262104,55279B202,US55279B3015,2834,"Dec 19, 2003",Common Stock,51-0407811,,
"Senti Biosciences, Inc.","Senti Biosciences, Inc. operates as a preclinical biotechnology company that develops next-generation cell and gene therapies engineered with its gene circuit platform technologies for various diseases.
Its lead product candidates utilize allogeneic chimeric antigen receptor natural killer (CAR-NK) cells outfitted with its gene circuit technologies in various oncology indications.
The company product candidates include SENTI-202, a Logic Gated OR+NOT off-the-shelf CAR-NK cell therapy designed to target and eliminate cancer cells while sparing the healthy bone marrow; and SENTI-301A for the treatment of hepatocellular carcinoma.
It also develops SENTI-401, a Logic Gated off-the-shelf CAR-NK cell therapy designed to target and eliminate colorectal cancer/CRC cells.
In addition, the company develops Tumor-Associated Antigen and Protective Antigen Paired Discovery Platform to select and validate NOT GATE antigen candidates and identify tumor-associated antigens in cancer cells.
The company has a strategic collaboration with Celest Therapeutics (Shanghai) Co. Ltd for the clinical development of SENTI-301A to treat solid tumors.
Senti Biosciences, Inc. was incorporated in 2016 and is headquartered in South San Francisco, California.","Data/company_logos_stock_analysis\Senti_Biosciences,_Inc._logo.svg",https://stockanalysis.com/stocks/snti/,United States,2016,Biotechnology,Healthcare,48,Timothy Lu,"2 Corporate Drive, First Floor
South San Francisco, California 94080
United States",650 239 2030,sentibio.com,SNTI,NASDAQ,January - December,USD,0001854270,81726A100,US81726A1007,2836,,Common Stock,86-2437900,,
"Cyclo Therapeutics, Inc.","Cyclo Therapeutics, Inc., a clinical stage biotechnology company, engages in the development of cyclodextrin-based products for the treatment of neurodegenerative diseases.
The company’s lead drug candidate is Trappsol Cyclo (hydroxypropyl beta cyclodextrin), an orphan drug, which is in Phase III clinical trials for the treatment of Niemann-Pick Type C disease; and in Phase IIb clinical trials for the treatment of Alzheimer’s disease.
It also sells cyclodextrins and related products to the pharmaceutical, nutritional, and other industries, primarily for use in diagnostics and specialty drugs.
The company was formerly known as CTD Holdings, Inc. and changed its name to Cyclo Therapeutics, Inc. in September 2019.
Cyclo Therapeutics, Inc. was incorporated in 1990 and is headquartered in Gainesville, Florida.","Data/company_logos_stock_analysis\Cyclo_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/cyth/,United States,1990,Drug Manufacturers - Specialty & Generic,Healthcare,8,N. Fine,"6714 NW 16th Street, Suite B
Gainesville, Florida 32653
United States",386 418 8060,cyclotherapeutics.com,CYTH,NASDAQ,January - December,USD,0000922247,550241103,US23254X2018,2836,,Common Stock,59-3029743,,Class A Shares
MetaVia Inc.,"MetaVia Inc., a clinical-stage biotechnology company focuses on developing and commercializing novel pharmaceuticals to treat cardiometabolic diseases.
It develops DA-1241, a novel G-Protein-Coupled Receptor 119 agonist with development optionality as a standalone and/or combination therapy that is in Phase 2a clinical trial for metabolic dysfunction-associated steatohepatitis (MASH), and has completed Phase 1 clinical trial for the treatment of type 2 diabetes mellitus (T2DM); and DA-1726, a novel oxyntomodulin analogue functioning as a GLP-1 receptor and glucagon receptor dual agonist, which is in preclinical development for the treatment of obesity.
The company’s therapeutic programs include ANA001, a proprietary oral niclosamide formulation for the treatment of patients with moderate COVID-19; NB-01 for the treatment of painful diabetic neuropathy; NB-02 for the treatment of cognitive impairment; and Gemcabene for the treatment of dyslipidemia.
It has a license agreement with Pfizer Inc. for the research, development, manufacture, and commercialization of Gemcabene; and joint research agreement with Dong-A ST and ImmunoForge for the development of DA-1726.
The company was formerly known as NeuroBo Pharmaceuticals, Inc. and changed its name to MetaVia Inc. in November 2024.
MetaVia Inc. is headquartered in Cambridge, Massachusetts.",Data/company_logos_stock_analysis\MetaVia_Inc._logo.svg,https://stockanalysis.com/stocks/mtva/,United States,2014,Biotechnology,Healthcare,8,Hyung-Heon Kim,"545 Concord Avenue, Suite 210
Cambridge, Massachusetts 02138
United States",857 702 9600,metaviatx.com,MTVA,NASDAQ,January - December,USD,0001638287,,US64132R4048,2834,,Common Stock,47-2389984,,
Flora Growth Corp.,"Flora Growth Corp., together with its subsidiaries, engages in the growth, cultivation, and development of medicinal cannabis and medicinal cannabis derivative products worldwide.
It operates through three segments: House of Brands, Commercial and Wholesale, and Pharmaceuticals. The company cultivates, processes, and supplies medicinal-grade cannabis flower, and cannabis derived medical and wellness products.
It also offers food and beverage, nutraceuticals, cannabis accessories and technology, personal care, and wellness; cannabidiol (CBD) derived products, such as gummies, topicals, tinctures, and vape products; cannabis consumption accessories, personal storage, and travel accessories for the vape and dry herbs.
In addition, the company manufactures and distributes pharmaceutical goods and medical cannabis products to treat a variety of health indications, including drugs related to cancer therapies, attention-deficit/hyperactivity disorder, multiple sclerosis, and anti-depressants.
The company sells its products under the JustCBD, Vessel, and Phatebo brands. Flora Growth Corp. was incorporated in 2019 and is based in Fort Lauderdale, Florida.",Data/company_logos_stock_analysis\Flora_Growth_Corp._logo.svg,https://stockanalysis.com/stocks/flgc/,United States,2019,Drug Manufacturers - Specialty & Generic,Healthcare,108,Clifford Starke,"3406 SW 26th Terrace, Suite C-1
Fort Lauderdale, Florida 33132
United States",954 842 4989,floragrowth.com,FLGC,NASDAQ,January - December,USD,0001790169,339764102,CA3397642016,2834,"May 11, 2021",,,$5.00,
ImmunoPrecise Antibodies Ltd.,"ImmunoPrecise Antibodies Ltd. is a biotechnology company that leverages multi-omics modeling and artificial intelligence through a series proprietary and patented technologies.
The company owns an integrated end-to-end suite of capabilities to support the development of therapeutic antibodies and are known for solving industry challenges.
It provides NonaVac DNA for complex protein classes, including GPCRs and ion channels; and Rapid Prime, positive monoclonal antibodies for generating anti-idiotypic antibodies, and producing monoclonal antibodies against conformational epitopes.
The company also offers syngeneic cell line for immunization and screening; peptide production for subsequent antibody discovery campaign; B cell select platform, which allows for the interrogation of animal antibody repertoire; screening of the immune repertoire of rabbits and chickens and desired antibody directly from the B cells; single step hybridoma, a semi-solid media to grow mouse and rat hybridomas; and DeepDisplay, a combination of transgenic animal platform and custom IPA phage display antibody selection.
In addition, it provides phage display, a custom immune library; CAR development, an adaptable antibody, which allows the inclusion of functional data early in the screening funnel; antibody sequencing; and assay development.
Further, it offers a profiling toolset for antibody lead candidates; and in vitro analytical tools for the study of quality attributes.
Additionally, it provides LucinaTech, an antibody humanization to identify framework and CDR residues; antibody affinity maturation for therapeutic and diagnostic application; antibody chimerization for cloning and production of antibody domain; Eurofins preclinical services; hybrid service model designed to reduce time and risk with custom applications; breadth and depth to accelerate assay development, screening cascades, drug candidate validation, and new biotherapeutic concepts; and protein manufacturing services.
The company was founded in 1983 and is headquartered in Victoria, Canada.",Data/company_logos_stock_analysis\ImmunoPrecise_Antibodies_Ltd._logo.svg,https://stockanalysis.com/stocks/ipa/,Canada,1983,Biotechnology,Healthcare,101,Jennifer Bath,"3204–4464 Markham Street
Victoria, BC V8Z 7X8
Canada",250 483 0308,ipatherapeutics.com,IPA,NASDAQ,May - April,CAD,0001715925,45257F200,CA45257F2008,2834,"Jan 3, 2017",,,,
